site,species,plant_no,wet_weight_g,psi_bars
la_selva,salpichlaena_volubilis,2,3.3638,10
la_selva,salpichlaena_volubilis,2,3.3083,11
la_selva,salpichlaena_volubilis,2,3.2644,12.1
la_selva,salpichlaena_volubilis,3,2.51,3
la_selva,salpichlaena_volubilis,3,2.4835,5.9
la_selva,salpichlaena_volubilis,3,2.4581,9.1
la_selva,salpichlaena_volubilis,3,2.4327,12.1
la_selva,salpichlaena_volubilis,3,2.4044,16.5
la_selva,salpichlaena_volubilis,3,2.3738,16.2
la_selva,salpichlaena_volubilis,4,1.6363,3
la_selva,salpichlaena_volubilis,4,1.5924,12.3
la_selva,salpichlaena_volubilis,4,1.5725,12.3
la_selva,salpichlaena_volubilis,4,1.5501,13
la_selva,salpichlaena_volubilis,4,1.5233,13.8
la_selva,salpichlaena_volubilis,4,1.4955,14.8
la_selva,salpichlaena_volubilis,4,1.4503,15
la_selva,salpichlaena_volubilis,6,2.9375,3
la_selva,salpichlaena_volubilis,6,2.8984,8.9
la_selva,salpichlaena_volubilis,6,2.893,11.1
la_selva,salpichlaena_volubilis,6,2.8691,11.6
la_selva,salpichlaena_volubilis,6,2.7831,13.5
la_selva,salpichlaena_volubilis,6,2.7171,16
la_selva,salpichlaena_volubilis,1,2.468,5.2
la_selva,salpichlaena_volubilis,1,2.436,10
la_selva,salpichlaena_volubilis,1,2.4157,11
la_selva,salpichlaena_volubilis,1,2.3881,11.5
la_selva,salpichlaena_volubilis,1,2.2348,13.5
la_selva,salpichlaena_volubilis,1,2.2991,13
la_selva,salpichlaena_volubilis,5,2.7241,4
la_selva,salpichlaena_volubilis,5,2.6393,5
la_selva,salpichlaena_volubilis,5,2.6069,9.8
la_selva,salpichlaena_volubilis,5,2.5733,10
la_selva,salpichlaena_volubilis,5,2.5195,12.9
la_selva,salpichlaena_volubilis,5,2.446,14.8
la_selva,serpocaulon_loriciforme,10,0.6114,2
la_selva,serpocaulon_loriciforme,10,0.6045,3.1
la_selva,serpocaulon_loriciforme,10,0.6003,4.1
la_selva,serpocaulon_loriciforme,10,0.5903,5.4
la_selva,serpocaulon_loriciforme,10,0.5872,6
la_selva,serpocaulon_loriciforme,10,0.5795,6.8
la_selva,serpocaulon_loriciforme,10,0.5727,7.4
la_selva,serpocaulon_loriciforme,10,0.5591,8.2
la_selva,serpocaulon_loriciforme,10,0.5529,8.2
la_selva,serpocaulon_loriciforme,10,0.539,7.8
la_selva,serpocaulon_loriciforme,10,0.441,12.1
la_selva,serpocaulon_loriciforme,9,1.0675,2
la_selva,serpocaulon_loriciforme,9,1.057,2.8
la_selva,serpocaulon_loriciforme,9,1.0494,3.4
la_selva,serpocaulon_loriciforme,9,1.0422,5.2
la_selva,serpocaulon_loriciforme,9,1.0338,6.2
la_selva,serpocaulon_loriciforme,9,1.0284,7.5
la_selva,serpocaulon_loriciforme,9,1.0225,7.6
la_selva,serpocaulon_loriciforme,9,0.9971,7
la_selva,serpocaulon_loriciforme,9,0.9875,8
la_selva,serpocaulon_loriciforme,9,0.9547,8.4
la_selva,serpocaulon_loriciforme,9,0.8725,8.5
la_selva,serpocaulon_loriciforme,9,0.7559,13
la_selva,serpocaulon_loriciforme,3,0.4946,3.6
la_selva,serpocaulon_loriciforme,3,0.4838,4.6
la_selva,serpocaulon_loriciforme,3,0.4805,4.6
la_selva,serpocaulon_loriciforme,3,0.4735,5
la_selva,serpocaulon_loriciforme,3,0.4716,5.5
la_selva,serpocaulon_loriciforme,3,0.467,6.7
la_selva,serpocaulon_loriciforme,3,0.4572,7.5
la_selva,serpocaulon_loriciforme,3,0.3624,12.9
la_selva,serpocaulon_loriciforme,4,0.4304,1.8
la_selva,serpocaulon_loriciforme,4,0.4251,4.2
la_selva,serpocaulon_loriciforme,4,0.4219,5.6
la_selva,serpocaulon_loriciforme,4,0.4195,6
la_selva,serpocaulon_loriciforme,4,0.4136,6.7
la_selva,serpocaulon_loriciforme,4,0.4093,6.8
la_selva,serpocaulon_loriciforme,4,0.406,7.1
la_selva,serpocaulon_loriciforme,4,0.4016,7.4
la_selva,serpocaulon_loriciforme,4,0.3943,7.5
la_selva,serpocaulon_loriciforme,4,0.3891,8
la_selva,serpocaulon_loriciforme,4,0.3832,7.4
la_selva,serpocaulon_loriciforme,4,0.3759,7.6
la_selva,serpocaulon_loriciforme,4,0.3695,7.6
la_selva,serpocaulon_loriciforme,4,0.346,6
la_selva,serpocaulon_loriciforme,4,0.3354,4.8
la_selva,serpocaulon_loriciforme,4,0.2432,13.2
la_selva,serpocaulon_loriciforme,12,0.6712,3.1
la_selva,serpocaulon_loriciforme,12,0.6671,3.6
la_selva,serpocaulon_loriciforme,12,0.663,4.2
la_selva,serpocaulon_loriciforme,12,0.6575,4.8
la_selva,serpocaulon_loriciforme,12,0.649,5.4
la_selva,serpocaulon_loriciforme,12,0.6382,8.1
la_selva,serpocaulon_loriciforme,12,0.6321,8.7
la_selva,serpocaulon_loriciforme,12,0.6068,9.9
la_selva,serpocaulon_loriciforme,12,0.5526,11.3
la_selva,serpocaulon_loriciforme,12,0.4692,15
la_selva,serpocaulon_loriciforme,6,0.8516,3
la_selva,serpocaulon_loriciforme,6,0.8405,4.1
la_selva,serpocaulon_loriciforme,6,0.835,4.5
la_selva,serpocaulon_loriciforme,6,0.8262,5.5
la_selva,serpocaulon_loriciforme,6,0.818,6.9
la_selva,serpocaulon_loriciforme,6,0.8126,6.4
la_selva,serpocaulon_loriciforme,6,0.8018,6
la_selva,serpocaulon_loriciforme,6,0.7904,6.6
la_selva,serpocaulon_loriciforme,6,0.7731,7.3
la_selva,serpocaulon_loriciforme,6,0.7575,7.8
la_selva,serpocaulon_loriciforme,6,0.6156,12.4
la_selva,tectaria_incisa,1,2.6489,2.8
la_selva,tectaria_incisa,1,2.6023,6
la_selva,tectaria_incisa,1,2.581,9.9
la_selva,tectaria_incisa,1,2.5376,10.9
la_selva,tectaria_incisa,1,2.4711,11
la_selva,tectaria_incisa,1,2.2746,12
la_selva,tectaria_incisa,2,3.7433,2.5
la_selva,tectaria_incisa,2,3.6897,3.5
la_selva,tectaria_incisa,2,3.6446,5.8
la_selva,tectaria_incisa,2,3.6073,7.5
la_selva,tectaria_incisa,2,3.536,9
la_selva,tectaria_incisa,2,3.4622,9.1
la_selva,tectaria_incisa,2,3.2175,10.1
la_selva,tectaria_incisa,2,3.4082,11
la_selva,tectaria_incisa,3,3.2035,2
la_selva,tectaria_incisa,3,3.1074,4.7
la_selva,tectaria_incisa,3,3.0894,7
la_selva,tectaria_incisa,3,2.995,8
la_selva,tectaria_incisa,3,2.9339,8.2
la_selva,tectaria_incisa,3,2.8218,9
la_selva,tectaria_incisa,3,2.6763,9.9
la_selva,tectaria_incisa,4,3.3961,3
la_selva,tectaria_incisa,4,3.3871,5
la_selva,tectaria_incisa,4,3.331,9.1
la_selva,tectaria_incisa,4,3.2975,10.1
la_selva,tectaria_incisa,4,3.2695,10.6
la_selva,tectaria_incisa,4,3.2388,10.6
la_selva,tectaria_incisa,4,3.1907,10.6
la_selva,tectaria_incisa,4,3.1,11.4
la_selva,tectaria_incisa,4,2.8181,12.8
la_selva,tectaria_incisa,5,2.8737,3
la_selva,tectaria_incisa,5,2.8395,8
la_selva,tectaria_incisa,5,2.8127,8
la_selva,tectaria_incisa,5,2.7719,8
la_selva,tectaria_incisa,5,2.7271,8.5
la_selva,tectaria_incisa,5,2.6743,9.2
la_selva,tectaria_incisa,5,2.4158,10.9
la_selva,tectaria_incisa,5,2.032,10.9
la_selva,tectaria_incisa,6,3.5157,2
la_selva,tectaria_incisa,6,3.4603,3
la_selva,tectaria_incisa,6,3.4373,4.9
la_selva,tectaria_incisa,6,3.4202,6.3
la_selva,tectaria_incisa,6,3.3934,7.1
la_selva,tectaria_incisa,6,3.3714,8.2
la_selva,tectaria_incisa,6,3.2916,10
la_selva,tectaria_incisa,6,3.2594,10.2
la_selva,tectaria_incisa,6,3.1947,10
la_selva,thelypteris_curtii,1,1.3618,2
la_selva,thelypteris_curtii,1,1.317,3.8
la_selva,thelypteris_curtii,1,1.3081,6.1
la_selva,thelypteris_curtii,1,1.2939,9
la_selva,thelypteris_curtii,1,1.2675,11.2
la_selva,thelypteris_curtii,1,1.2148,13.5
la_selva,thelypteris_curtii,1,1.1744,14
la_selva,thelypteris_curtii,1,1.1021,15.8
la_selva,thelypteris_curtii,2,1.4008,3.5
la_selva,thelypteris_curtii,2,1.3718,6
la_selva,thelypteris_curtii,2,1.3625,9
la_selva,thelypteris_curtii,2,1.35,10.5
la_selva,thelypteris_curtii,2,1.3231,11.8
la_selva,thelypteris_curtii,2,1.274,13
la_selva,thelypteris_curtii,2,1.2194,14
la_selva,thelypteris_curtii,2,1.1799,14.8
la_selva,thelypteris_curtii,3,0.9617,3
la_selva,thelypteris_curtii,3,0.944,8.8
la_selva,thelypteris_curtii,3,0.9334,11.1
la_selva,thelypteris_curtii,3,0.9259,12.4
la_selva,thelypteris_curtii,3,0.9071,14.1
la_selva,thelypteris_curtii,3,0.8746,14.2
la_selva,thelypteris_curtii,3,0.8488,14.9
la_selva,thelypteris_curtii,4,0.937,3
la_selva,thelypteris_curtii,4,0.9209,6
la_selva,thelypteris_curtii,4,0.8854,10.2
la_selva,thelypteris_curtii,4,0.801,12.5
la_selva,thelypteris_curtii,4,0.7532,14.1
la_selva,thelypteris_curtii,4,0.7118,15.9
la_selva,thelypteris_curtii,4,0.6869,17
la_selva,thelypteris_curtii,5,1.0527,3.8
la_selva,thelypteris_curtii,5,1.04014,7.5
la_selva,thelypteris_curtii,5,1.0263,8.2
la_selva,thelypteris_curtii,5,1.013,9.6
la_selva,thelypteris_curtii,5,1.0016,10.4
la_selva,thelypteris_curtii,5,0.978,11
la_selva,thelypteris_curtii,5,0.9453,11.8
la_selva,thelypteris_curtii,5,0.9283,12.7
la_selva,thelypteris_curtii,5,0.6786,18
la_selva,thelypteris_curtii,6,1.3078,3.2
la_selva,thelypteris_curtii,6,1.2905,11
la_selva,thelypteris_curtii,6,1.272,9.9
la_selva,thelypteris_curtii,6,1.2632,12.1
la_selva,thelypteris_curtii,6,1.2185,12.4
la_selva,thelypteris_curtii,6,1.1572,13.5
la_selva,thelypteris_curtii,6,1.0678,14.2
la_selva,thelypteris_curtii,6,1.0306,16.1
la_selva,thelypteris_curtii,6,0.7711,17.1
la_selva,thelypteris_dentata,2,1.3357,7
la_selva,thelypteris_dentata,2,1.3206,8.9
la_selva,thelypteris_dentata,2,1.3006,10
la_selva,thelypteris_dentata,2,1.2796,11
la_selva,thelypteris_dentata,2,1.2644,11
la_selva,thelypteris_dentata,2,1.2192,12
la_selva,thelypteris_dentata,4,0.5624,7
la_selva,thelypteris_dentata,4,0.5536,7
la_selva,thelypteris_dentata,4,0.5405,9.7
la_selva,thelypteris_dentata,4,0.5255,10.6
la_selva,thelypteris_dentata,4,0.5167,10.6
la_selva,thelypteris_dentata,4,0.508,11
la_selva,thelypteris_dentata,4,0.4822,12
la_selva,thelypteris_dentata,6,0.6825,4
la_selva,thelypteris_dentata,6,0.6727,4
la_selva,thelypteris_dentata,6,0.6594,5.8
la_selva,thelypteris_dentata,6,0.6496,7
la_selva,thelypteris_dentata,6,0.6348,9
la_selva,thelypteris_dentata,6,0.6244,10
la_selva,thelypteris_dentata,6,0.6135,11
la_selva,thelypteris_dentata,6,0.5723,12.1
la_selva,thelypteris_nicaraguensis,1,0.8122,9
la_selva,thelypteris_nicaraguensis,1,0.8028,13
la_selva,thelypteris_nicaraguensis,1,0.7899,14.5
la_selva,thelypteris_nicaraguensis,1,0.7752,15.2
la_selva,thelypteris_nicaraguensis,1,0.7529,16.4
la_selva,thelypteris_nicaraguensis,1,0.721,17.7
la_selva,thelypteris_nicaraguensis,1,0.6641,19.9
la_selva,thelypteris_nicaraguensis,2,2.36,5.1
la_selva,thelypteris_nicaraguensis,2,2.3131,9
la_selva,thelypteris_nicaraguensis,2,2.2787,12.5
la_selva,thelypteris_nicaraguensis,2,2.2419,14.2
la_selva,thelypteris_nicaraguensis,2,2.1967,14.2
la_selva,thelypteris_nicaraguensis,2,2.1353,15
la_selva,thelypteris_nicaraguensis,2,2.0889,15.5
la_selva,thelypteris_nicaraguensis,2,1.9901,16.6
la_selva,thelypteris_nicaraguensis,2,1.6732,21.8
la_selva,thelypteris_nicaraguensis,3,1.8674,3.5
la_selva,thelypteris_nicaraguensis,3,1.8383,10
la_selva,thelypteris_nicaraguensis,3,1.7788,14
la_selva,thelypteris_nicaraguensis,3,1.7669,15.8
la_selva,thelypteris_nicaraguensis,3,1.7009,16
la_selva,thelypteris_nicaraguensis,3,1.6409,17.1
la_selva,thelypteris_nicaraguensis,3,1.4319,21.5
la_selva,thelypteris_nicaraguensis,6,1.7212,3
la_selva,thelypteris_nicaraguensis,6,1.6972,9.9
la_selva,thelypteris_nicaraguensis,6,1.6868,11
la_selva,thelypteris_nicaraguensis,6,1.6667,11.5
la_selva,thelypteris_nicaraguensis,6,1.6365,12
la_selva,thelypteris_nicaraguensis,6,1.6092,12.3
la_selva,thelypteris_nicaraguensis,6,1.5758,12.8
la_selva,thelypteris_nicaraguensis,6,1.5432,14
la_selva,thelypteris_nicaraguensis,6,1.5048,14
la_selva,thelypteris_nicaraguensis,6,1.4608,14.8
la_selva,thelypteris_nicaraguensis,6,1.3933,15.5
la_selva,thelypteris_nicaraguensis,6,1.3363,16.2
la_selva,thelypteris_nicaraguensis,4,0.8953,2.8
la_selva,thelypteris_nicaraguensis,4,0.8836,6
la_selva,thelypteris_nicaraguensis,4,0.8755,10
la_selva,thelypteris_nicaraguensis,4,0.8651,13
la_selva,thelypteris_nicaraguensis,4,0.8461,13.9
la_selva,thelypteris_nicaraguensis,4,0.8277,15
la_selva,thelypteris_nicaraguensis,4,0.7981,15
la_selva,thelypteris_nicaraguensis,4,0.722,17
la_selva,thelypteris_nicaraguensis,4,0.6922,18.5
